id,quid,question,true_answer,llm_answer,correct,llm_answer_chosen,reward_method,reward_score
24,,"Take the last letters of each words in ""Maritza Nana Loretta Eric"" and concatenate them.",aaac,"azaaic
------
azaaic
------
azaaic",False,azaaic,MAJOR_ANSWER,
25,,"Take the last letters of each words in ""Mercedes Adela Susana Rose"" and concatenate them.",saae,"s a a a e
------
eseanae
------
s a a a e",False,s a a a e,MAJOR_ANSWER,
26,,"Take the last letters of each words in ""Claudia Cole Matthew Juan Pablo"" and concatenate them.",aewo,"a a h n o
------
auoeeanbo
------
ad a o w n o",False,,MAJOR_ANSWER,
27,,"Take the last letters of each words in ""Kali Jeanette Tess Devin"" and concatenate them.",iesn,"netteessin
------
eteein
------
eteein",False,eteein,MAJOR_ANSWER,
28,,"Take the last letters of each words in ""Jacky Socorro Mark Wanda"" and concatenate them.",yoka,"yooara
------
yor kda a
------
yoorakda",False,,MAJOR_ANSWER,
29,,"Take the last letters of each words in ""Rosie Charlie Mick Jacquelyn"" and concatenate them.",eekn,"e e k n
------
e e k n
------
e e k n",True,e e k n,MAJOR_ANSWER,
30,,"Take the last letters of each words in ""Andrés Miles Ronaldo Melinda"" and concatenate them.",ssoa,"s    s    o    a
------
s e o a a
------
s e o a a",False,s e o a a,MAJOR_ANSWER,
31,,"Take the last letters of each words in ""Selina Tasha Jarrod Maddy"" and concatenate them.",aady,"anahddy
------
adaddy
------
aahd dy",False,,MAJOR_ANSWER,
32,,"Take the last letters of each words in ""Noelia Cassidy Ashok Francisco"" and concatenate them.",ayko,"ay yk ko o.
------
ayyokocci
------
ay yd k o o",False,,MAJOR_ANSWER,
33,,"Take the last letters of each words in ""Anastasia Thelma Sheri Rosita"" and concatenate them.",aaia,"aiamai
------
aiara
------
aiamaita",False,,MAJOR_ANSWER,
34,,"Take the last letters of each words in ""Billie Paloma Tanner Raul"" and concatenate them.",earl,"eeaerul
------
eaoerul
------
eaoerul",False,eaoerul,MAJOR_ANSWER,
35,,"Take the last letters of each words in ""Erwin Chad Margarito Shanna"" and concatenate them.",ndoa,"ndotna
------
n d o o a
------
n d o o a",False,n d o o a,MAJOR_ANSWER,
36,,"Take the last letters of each words in ""Paris Jimmie Andrew Ramón"" and concatenate them.",sewn,"s e e m o n
------
s e e n
------
s e e n",False,s e e n,MAJOR_ANSWER,
37,,"Take the last letters of each words in ""Buddy Violet Johana Tina"" and concatenate them.",ytaa,"ty t e a a
------
y t a a a
------
y t a a a",False,y t a a a,MAJOR_ANSWER,
38,,"Take the last letters of each words in ""Lora Alberto Cathy Kara"" and concatenate them.",aoya,"oretohyra
------
a o a y a
------
ar a y a",False,,MAJOR_ANSWER,
39,,"Take the last letters of each words in ""Luz Terence Elder Jazmin"" and concatenate them.",zern,"z e e r n
------
zenm
------
zeerim",False,,MAJOR_ANSWER,
40,,"Take the last letters of each words in ""Marlen Sonja Anita Dale"" and concatenate them.",naae,"najaela
------
anad
------
najaale",False,,MAJOR_ANSWER,
41,,"Take the last letters of each words in ""Ericka Aly Darius Reed"" and concatenate them.",aysd,"akusd
------
akusd
------
akysdred",False,akusd,MAJOR_ANSWER,
42,,"Take the last letters of each words in ""Martha Elijah Dominic Tonya"" and concatenate them.",ahca,"ahacny
------
ahnaya
------
ahniaa",False,,MAJOR_ANSWER,
43,,"Take the last letters of each words in ""Yamileth Dane Aron Dee"" and concatenate them.",hene,"h t e n e
------
htneee
------
htneee",False,htneee,MAJOR_ANSWER,
44,,"Take the last letters of each words in ""Kristen Herbert Benny El"" and concatenate them.",ntyl,"tenyEl
------
tenbetel
------
tebryyEl",False,,MAJOR_ANSWER,
45,,"Take the last letters of each words in ""Liliana Quincy Bart Makayla"" and concatenate them.",ayta,"anuyakya
------
a a y t a a
------
aanyala",False,,MAJOR_ANSWER,
46,,"Take the last letters of each words in ""María Fredy Bridgette Kenya"" and concatenate them.",ayea,"ay dy ette ay
------
ay dy ette a
------
ay dy et te a",False,,MAJOR_ANSWER,
47,,"Take the last letters of each words in ""Alexander Marina Valentina Mila"" and concatenate them.",raaa,"arainaainla
------
aarinaanitla
------
adraaa",False,,MAJOR_ANSWER,
48,,"Take the last letters of each words in ""Maxwell Jose Beto Joe"" and concatenate them.",leoe,"leoeoe
------
l e o o e
------
lloeoe",False,,MAJOR_ANSWER,
49,,"Take the last letters of each words in ""Carmelo Tony Susan Sara"" and concatenate them.",oyna,"oloynara
------
oloyana
------
oyanra",False,,MAJOR_ANSWER,
50,,"Take the last letters of each words in ""Angeles Richard Luciana Darlene"" and concatenate them.",sdae,"s h a a e
------
s h a a e
------
s h a a e",False,s h a a e,MAJOR_ANSWER,
51,,"Take the last letters of each words in ""Phillip Ajay Janie Augusto"" and concatenate them.",pyeo,"podot
------
p y e e o
------
p y e e o",False,p y e e o,MAJOR_ANSWER,
52,,"Take the last letters of each words in ""Andy Cecilia Gretchen Sandi"" and concatenate them.",yani,"yaiii
------
y a n i
------
yaihn",False,,MAJOR_ANSWER,
53,,"Take the last letters of each words in ""Pedro Leopoldo Tee Mar"" and concatenate them.",ooer,"ormar
------
otdoe eolo oee ar
------
ormar",False,ormar,MAJOR_ANSWER,
54,,"Take the last letters of each words in ""Pauline Kerry Jeannette Hope"" and concatenate them.",eyee,"e y e t e e Hope
------
eeeype
------
e y e t e e p",False,,MAJOR_ANSWER,
55,,"Take the last letters of each words in ""Daniella Dianne Ram Mirian"" and concatenate them.",aemn,"a a e n n
------
alnaan.
------
aeaaan",False,,MAJOR_ANSWER,
56,,"Take the last letters of each words in ""Natalie Gilbert Brian Sanchez"" and concatenate them.",etnz,"teeetchez
------
teertnchez
------
te t t n z",False,,MAJOR_ANSWER,
57,,"Take the last letters of each words in ""Jorge Luis Mo Alexia Jerry"" and concatenate them.",soay,"egusxierry
------
egaiay
------
gemy",False,,MAJOR_ANSWER,
58,,"Take the last letters of each words in ""Donnie Alli Terry Krystal"" and concatenate them.",eiyl,"ey y l a l
------
e ie y y l
------
e e i y l",False,,MAJOR_ANSWER,
59,,"Take the last letters of each words in ""Guillermo Gerry Lizbeth Charly"" and concatenate them.",oyhy,"oyyhy
------
omyry
------
omoyhtly",False,,MAJOR_ANSWER,
60,,"Take the last letters of each words in ""Issa Kendra Ignacio Henry"" and concatenate them.",aaoy,"a a o o y
------
adanoy
------
a a a o y",False,,MAJOR_ANSWER,
61,,"Take the last letters of each words in ""Bob Aman Richie Sana"" and concatenate them.",bnea,"banan
------
bnchea
------
bnheaa",False,,MAJOR_ANSWER,
62,,"Take the last letters of each words in ""Hazel Gabrielle Tre Dalton"" and concatenate them.",leen,"letton
------
lelton
------
l e l n",False,,MAJOR_ANSWER,
63,,"Take the last letters of each words in ""Carissa Paige Consuelo Izzy"" and concatenate them.",aeoy,"aaeeoozy
------
a e o e y
------
aageuelzy",False,,MAJOR_ANSWER,
64,,"Take the last letters of each words in ""Jon Heath Reynaldo Catherine"" and concatenate them.",nhoe,"ndolrnie
------
n h o l e n o e
------
d h o o e",False,,MAJOR_ANSWER,
65,,"Take the last letters of each words in ""Evelyn Mason Shelby Aldo"" and concatenate them.",nnyo,"n n n y o
------
nynoldo
------
n n n y o",False,n n n y o,MAJOR_ANSWER,
66,,"Take the last letters of each words in ""Alexandria Meghan Autumn Robert"" and concatenate them.",annt,"a a n n t
------
aiannet
------
arhnrt",False,,MAJOR_ANSWER,
67,,"Take the last letters of each words in ""Angela Krista Cora Denisse"" and concatenate them.",aaae,"Aaatase
------
aeaarae
------
a a a a e",False,,MAJOR_ANSWER,
68,,"Take the last letters of each words in ""Juliet Ricardo Tita Dianna"" and concatenate them.",toaa,"teoatoaa
------
toana
------
tordna",False,,MAJOR_ANSWER,
69,,"Take the last letters of each words in ""Arthur Shan Norman Manny"" and concatenate them.",rnny,"ruanyny
------
n n n y
------
n n n y",False,n n n y,MAJOR_ANSWER,
70,,"Take the last letters of each words in ""Dustin Luiz Rolando Connor"" and concatenate them.",nzor,"nziodnor
------
nzioodor
------
nziodnor",False,nziodnor,MAJOR_ANSWER,
71,,"Take the last letters of each words in ""Madeline Mckenzie Louie Dylan"" and concatenate them.",eeen,"e e e e n
------
e e e i n n a n
------
e e e e n",False,e e e e n,MAJOR_ANSWER,
72,,"Take the last letters of each words in ""Jeremy Simone Alondra Wyatt"" and concatenate them.",yeat,"eyeeT
------
y e e a a t
------
eyeeat",False,,MAJOR_ANSWER,
73,,"Take the last letters of each words in ""Melody Ramiro Humberto Jacob"" and concatenate them.",yoob,"oyooritob 
------
odyoobob
------
ydoiotbbo",False,,MAJOR_ANSWER,
74,,"Take the last letters of each words in ""Ruben Bernardo Ariel Shelley"" and concatenate them.",noly,"ondy
------
o a o l y
------
onadoelley",False,,MAJOR_ANSWER,
75,,"Take the last letters of each words in ""Russell Mitchell Bee Faith"" and concatenate them.",lleh,"lleh
------
lleelth
------
llec eee h",False,,MAJOR_ANSWER,
76,,"Take the last letters of each words in ""Salma Pj Gladis Monica"" and concatenate them.",ajsa,"ameaic
------
amacis
------
amsaPsdiaica",False,,MAJOR_ANSWER,
77,,"Take the last letters of each words in ""Miranda Jacques Clarence Chandra"" and concatenate them.",asea,"aueaadr
------
aeesaandra
------
adseaa",False,,MAJOR_ANSWER,
78,,"Take the last letters of each words in ""Janice Shelly Arnulfo Nestor"" and concatenate them.",eyor,"ee-y-o-o-r
------
ecyyofor
------
eclyoforor",False,,MAJOR_ANSWER,
79,,"Take the last letters of each words in ""Johan Damien Serena Grace"" and concatenate them.",nnae,"n n a e e
------
n n a e e
------
naeec",False,n n a e e,MAJOR_ANSWER,
80,,"Take the last letters of each words in ""Arnold Aidan Ally Ami"" and concatenate them.",dnyi,"dn e n y i
------
dnanmy
------
dnanmy",False,dnanmy,MAJOR_ANSWER,
81,,"Take the last letters of each words in ""Rohan Antoinette Nikki Aida"" and concatenate them.",neia,"nette i k i a
------
nehia
------
n e t i i a",False,,MAJOR_ANSWER,
82,,"Take the last letters of each words in ""Scotty Edgar Hanna Austin"" and concatenate them.",yran,"ygarnaaustin
------
yarnt
------
yagna",False,,MAJOR_ANSWER,
83,,"Take the last letters of each words in ""Katia Mina Cam Ronda"" and concatenate them.",aama,"a a a a
------
a a a a
------
a a a a",False,a a a a,MAJOR_ANSWER,
84,,"Take the last letters of each words in ""Kennedy Ginny Iliana Sky"" and concatenate them.",yyay,"yddyannySky
------
ydday
------
yddnay",False,,MAJOR_ANSWER,
85,,"Take the last letters of each words in ""Sophie Gregorio Avery Pooja"" and concatenate them.",eoya,"y o o y a
------
eoiyeyaj
------
eyooja",False,,MAJOR_ANSWER,
86,,"Take the last letters of each words in ""Dave Ernesto Liam Marsha"" and concatenate them.",eoma,"eoamha
------
e o a a
------
evotoa",False,,MAJOR_ANSWER,
87,,"Take the last letters of each words in ""Kristine Van Marisol Preston"" and concatenate them.",enln,"nenooln
------
n a l n
------
netson",False,,MAJOR_ANSWER,
88,,"Take the last letters of each words in ""Alexa Pilar Rod Nicola"" and concatenate them.",arda,"ar r a a
------
arlaroaa
------
aarca",False,,MAJOR_ANSWER,
89,,"Take the last letters of each words in ""Todd Joni Gil Fran"" and concatenate them.",diln,"d i l n
------
n i l n
------
d i l n",True,d i l n,MAJOR_ANSWER,
90,,"Take the last letters of each words in ""Yan Eunice Joseph Hugh"" and concatenate them.",nehh,"ceceugh
------
ceceugh
------
ceceh",False,ceceugh,MAJOR_ANSWER,
91,,"Take the last letters of each words in ""Elizabeth Mitch Brooke Jordyn"" and concatenate them.",hhen,"htokeon
------
htookyn
------
htokeen",False,,MAJOR_ANSWER,
92,,"Take the last letters of each words in ""Bailey Lourdes Brianna Martín"" and concatenate them.",ysan,"ydna
------
yseannañ
------
y se s a n",False,,MAJOR_ANSWER,
93,,"Take the last letters of each words in ""Wally Claire Helen Nacho"" and concatenate them.",yeno,"y e n o
------
eyreno
------
y e n o",True,y e n o,MAJOR_ANSWER,
94,,"Take the last letters of each words in ""Cat Alisha Ramon Norberto"" and concatenate them.",tano,"hadro
------
tahorbo
------
tegero",False,,MAJOR_ANSWER,
95,,"Take the last letters of each words in ""Miguel Angel Saul Brady Darryl"" and concatenate them.",llyl,"leAuldy
------
ledy
------
ledy",False,ledy,MAJOR_ANSWER,
96,,"Take the last letters of each words in ""Debi Raymond Luis Federico"" and concatenate them.",idso,"ondco
------
onodco
------
dmoisico",False,,MAJOR_ANSWER,
97,,"Take the last letters of each words in ""Denny Carlo Reinaldo Jessi"" and concatenate them.",yooi,"oyolssi
------
oyloei
------
oyodoei",False,,MAJOR_ANSWER,
98,,"Take the last letters of each words in ""Yvonne Rafaela Jb Salomon"" and concatenate them.",eabn,"enaalon
------
ennan
------
enaaalon",False,,MAJOR_ANSWER,
99,,"Take the last letters of each words in ""Agnes Adrienne Haley Riley"" and concatenate them.",seyy,"sneeyey
------
sneeyy
------
sneey leey",False,,MAJOR_ANSWER,
100,,"Take the last letters of each words in ""Oscar George Sanjay Haydee"" and concatenate them.",reye,"reydee
------
renddee
------
eyee",False,,MAJOR_ANSWER,
