id,quid,question,true_answer,llm_answer,correct,llm_answer_chosen,reward_method,reward_score
66,,"Its tail is round and hollow,Seems to get chewed a bit,But you'll rarely see this thingUnless the other end is lit. ",C,"C
------
A
------
A",False,a,MAJOR_ANSWER,
67,,"Never resting, never still.   Moving silently from hill to hill.   It does not walk, run or trot,  All is cool where it is not.    What is it?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
68,,you're confused and i am to  what to the world this thing could do?,C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
69,,"I am something when you make me, I hold your knowledge, I have the answer, I am as you make me I am this of which I have just said,   what am I?",A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
70,,WHEN YOU KMOW WHAT I AM I AM SOMETHING BUT WHEN YOU DON'T KNOW WHAT I AM THEN I AM NOTHING.  WHAT AM I?,A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
71,,"I play with your mind, i ensnare your thoghts, i bend your mind to figure me out.  I laugh at your strugle, your intensity in thought, my tricks trap you and decieve you, though some can guess my questions while other despair in thought.  Some are weak to me other overcome my challenges yet only if you can figure me out will you get the answer.  Who or What am I?",A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
72,,"I may be simple, I may be complex; I may have a name, but no gender or sex; I am often a question, or statements as a setup; I tend to have an answer, 'til you find it I won't let up.  What am I?",D,"D
------
D
------
D",True,d,MAJOR_ANSWER,
73,,"Even if you give this to someone else, you still get to keep it.    What is it?",E,"E
------
E
------
E",True,e,MAJOR_ANSWER,
74,,You cannot keep me until you have given me.  What am I?,B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
75,,"Two words, my answer is only two words.    To keep me, you must give me. ",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
76,,"When Miss Millie purchased her new parrot, the salesman assured her that it would repeat any word it heard.  About a week later, Miss Millie returned the parrot complaining it hadn't uttered a single word.     Given that the salesman had spoken the truth about the parrot's abilities, why wouldn't the bird talk?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
77,,"what is smaller than a sink but bigger than a cup, yet the mississipi river wont fill it up?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
78,,"what is as big as a biscuit, and deep as a cup               but not even a river                 can fill it up?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
79,,"A hill full,  A hole full,  Yet you cannot catch a bowl full.   What is it?",E,"E
------
E
------
E",True,e,MAJOR_ANSWER,
80,,"I can be quick and then I'm deadly,  I am a rock, shell and bone medley.   If I was made into a man, I'd make people dream,  I gather in my millions by ocean, sea and stream. ",A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
81,,"What measures out time,   Until in time   All is smashed to it?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
82,,When I go to the beach.   I am found. When I go in the water I am smoth.   What am I. ,B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
83,,"I build up castles.    I tear down mountains.    I make some men blind,   I help others to see.    What am I?",A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
84,,I am not alive but I can die.   What am I?,B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
85,,somthing fun on its bum what is it,D,"C
------
D
------
D",True,d,MAJOR_ANSWER,
86,,"What's dark, different lengths and enjoyable?",B,"B
------
B
------
B",True,b,MAJOR_ANSWER,
87,,"Sometimes I am light, sometimes I am dark.   Most people like me.   What am I?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
88,,"I can be black or white.  I can be cold or hot, what am I?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
89,,"Shifting, Shifting, Drifting deep. Below me great and mighty cities sleep. Swirling, Scurlling, All around. I'm only where no water will be found. ",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
90,,"With my pair I should be,But I am usually alone you see,For a monster always eats me. Do you know what I must be?",E,"E
------
E
------
E",True,e,MAJOR_ANSWER,
91,,"A natural state, I'm sought by all.  Go without me, and you shall fall.  In times past you'd me when you spend, and use me when you eat to no end.   What am I?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
92,,"black as night or ink,  i will comfort you,  but be wary for your   horses i tire",D,"A
------
C
------
A",False,a,MAJOR_ANSWER,
93,,"Black I am and much admired, men seek me until they're tired.  When they find me, they break my head, and take from me my resting bed.  What am I?",C,"C
------
C
------
C",True,c,MAJOR_ANSWER,
94,,"black we are and much addmired, men seek for us if they are tiered.  we tire the horses and confort the man, tell me this riddle if you can. ",A,"A
------
A
------
A",True,a,MAJOR_ANSWER,
95,,What goose in black turns red and comes out gray,E,"C
------
A
------
B",False,,MAJOR_ANSWER,
96,,"Looks like water, but it's heat.  Sits on sand, lays on concrete.  People have been known, To follow it everywhere.  But it gets them no place, And all they can do is stare. ",E,"E
------
E
------
E",True,e,MAJOR_ANSWER,
97,,A burning fire in one's heart  yet in ONE lion will never start  Across the nations influences people  yet can not be seen through a peep hole,E,"C
------
C
------
C",False,c,MAJOR_ANSWER,
98,,"I am born in fear, raised in truth,   and I come to my own in deed.    When comes a time that I'm called forth,   I come to serve the cause of need.   What am I?",D,"D
------
D
------
D",True,d,MAJOR_ANSWER,
99,,Downward grows the root.  Outward grows the skin. Upward grows the shoot.  What way blows the wind?,B,"A
------
A
------
B",False,a,MAJOR_ANSWER,
